NON_GOI,GOI,mcc,TP,TN,FP,FN,sensitivity,specificity,untypeable,snp_sets,partition,type,set
0.936342723472595,0.936342723472595,0.936342723472595,481,5675,18,42,0.919694072657744,0.996838222378359,0,"1179265, 1462658, 1897473, 1456955, 678802",training,mcc,1
0.937130343092625,0.937130343092625,0.937130343092625,1907,22718,96,138,0.932518337408313,0.995792057508547,2,"1179265, 1462658, 1897473, 1456955, 678802",validation,mcc,1
0.936956239467468,0.936956239467468,0.936956239467468,2388,28393,114,180,0.929906542056075,0.996000982214895,2,"1179265, 1462658, 1897473, 1456955, 678802",all,mcc,1
0.940467410194353,0.940467410194353,0.940467410194353,480,5680,13,43,0.917782026768642,0.997716493939926,0,"455069, 1462658, 1769691, 1456955, 188477",training,mcc,1
0.933081521998893,0.933081521998893,0.933081521998893,1887,22726,89,159,0.922287390029325,0.996099057637519,0,"455069, 1462658, 1769691, 1456955, 188477",validation,mcc,1
0.934556397977296,0.934556397977296,0.934556397977296,2367,28406,102,202,0.921370182950564,0.996422056966466,0,"455069, 1462658, 1769691, 1456955, 188477",all,mcc,1
0.933385284614434,0.933385284614434,0.933385284614434,429,5729,13,44,0.906976744186047,0.997735980494601,0,"1839736, 1462615, 399631, 313480, 1450732",training,mcc,2
0.938384215967199,0.938384215967199,0.938384215967199,1936,22688,73,160,0.923664122137404,0.996792759544836,5,"1839736, 1462615, 399631, 313480, 1450732",validation,mcc,2
0.937463980505338,0.937463980505338,0.937463980505338,2365,28417,86,204,0.920591669910471,0.996982773743115,5,"1839736, 1462615, 399631, 313480, 1450732",all,mcc,2
0.934541886442046,0.934541886442046,0.934541886442046,429,5730,12,44,0.906976744186047,0.99791013584117,0,"2034218, 1462615, 1461919, 1456955, 187129",training,mcc,2
0.936732082289318,0.936732082289318,0.936732082289318,1910,22713,53,185,0.911694510739857,0.997671966968286,1,"2034218, 1462615, 1461919, 1456955, 187129",validation,mcc,2
0.936335162431728,0.936335162431728,0.936335162431728,2339,28443,65,229,0.91082554517134,0.997719938262944,1,"2034218, 1462615, 1461919, 1456955, 187129",all,mcc,2
0.933293133648277,0.933293133648277,0.933293133648277,427,5731,11,46,0.902748414376321,0.998084291187739,0,"574359, 1462615, 1461919, 1456955, 187129",training,mcc,2
0.937971387223609,0.937971387223609,0.937971387223609,1899,22729,37,196,0.906443914081146,0.998374769392954,1,"574359, 1462615, 1461919, 1456955, 187129",validation,mcc,2
0.937111074081778,0.937111074081778,0.937111074081778,2326,28460,48,242,0.905763239875389,0.998316262101866,1,"574359, 1462615, 1461919, 1456955, 187129",all,mcc,2
0.933222819893301,0.933222819893301,0.933222819893301,425,5733,9,48,0.898520084566596,0.998432601880878,0,"1359505, 1462615, 1461919, 1456955, 187129",training,mcc,2
0.933287867691782,0.933287867691782,0.933287867691782,1874,22737,29,221,0.894510739856802,0.998726170605289,1,"1359505, 1462615, 1461919, 1456955, 187129",validation,mcc,2
0.933281249120361,0.933281249120361,0.933281249120361,2299,28470,38,269,0.895249221183801,0.998667040830644,1,"1359505, 1462615, 1461919, 1456955, 187129",all,mcc,2
0.930841966688749,0.930841966688749,0.930841966688749,424,5732,10,49,0.896405919661734,0.998258446534309,0,"1230154, 1462615, 1461919, 1456955, 187129",training,mcc,2
0.935797100696012,0.935797100696012,0.935797100696012,1893,22727,39,202,0.903579952267303,0.998286919089871,1,"1230154, 1462615, 1461919, 1456955, 187129",validation,mcc,2
0.934888475855421,0.934888475855421,0.934888475855421,2317,28459,49,251,0.902258566978193,0.998281184228988,1,"1230154, 1462615, 1461919, 1456955, 187129",all,mcc,2
0.929532761256804,0.929532761256804,0.929532761256804,418,5737,5,55,0.883720930232558,0.999129223267154,0,"1261781, 1462615, 1461919, 1456955, 1373841",training,mcc,2
0.941183933376517,0.941183933376517,0.941183933376517,1890,22749,16,205,0.902147971360382,0.999297166703273,2,"1261781, 1462615, 1461919, 1456955, 1373841",validation,mcc,2
0.939040846174052,0.939040846174052,0.939040846174052,2308,28486,21,260,0.898753894080997,0.99926333882906,2,"1261781, 1462615, 1461919, 1456955, 1373841",all,mcc,2
0.930922356516121,0.930922356516121,0.930922356516121,426,5730,12,47,0.900634249471459,0.99791013584117,0,"77785, 1462615, 1461919, 1456955, 187129",training,mcc,2
0.940452122454617,0.940452122454617,0.940452122454617,1912,22725,41,183,0.912649164677804,0.998199068786787,1,"77785, 1462615, 1461919, 1456955, 187129",validation,mcc,2
0.938696963552015,0.938696963552015,0.938696963552015,2338,28455,53,230,0.910436137071651,0.998140872737477,1,"77785, 1462615, 1461919, 1456955, 187129",all,mcc,2
0.929761725250995,0.929761725250995,0.929761725250995,426,5729,13,47,0.900634249471459,0.997735980494601,0,"77798, 1462615, 1461919, 1456955, 187129",training,mcc,2
0.939921321686298,0.939921321686298,0.939921321686298,1912,22723,43,183,0.912649164677804,0.998111218483704,1,"77798, 1462615, 1461919, 1456955, 187129",validation,mcc,2
0.938049023014585,0.938049023014585,0.938049023014585,2338,28452,56,230,0.910436137071651,0.998035639118844,1,"77798, 1462615, 1461919, 1456955, 187129",all,mcc,2
0.928347097813301,0.928347097813301,0.928347097813301,419,5735,7,54,0.885835095137421,0.998780912574016,0,"1897473, 1462615, 1461919, 219755, 1456955",training,mcc,2
0.939285190485523,0.939285190485523,0.939285190485523,1891,22742,24,204,0.902625298329356,0.998945796362997,1,"1897473, 1462615, 1461919, 219755, 1456955",validation,mcc,2
0.937273237344216,0.937273237344216,0.937273237344216,2310,28477,31,258,0.899532710280374,0.998912585940788,1,"1897473, 1462615, 1461919, 219755, 1456955",all,mcc,2
0.924788715517319,0.924788715517319,0.924788715517319,419,5732,10,54,0.885835095137421,0.998258446534309,0,"1179265, 1462615, 1461919, 1456955, 187129",training,mcc,2
0.932476442989975,0.932476442989975,0.932476442989975,1874,22734,32,221,0.894510739856802,0.998594395150663,1,"1179265, 1462615, 1461919, 1456955, 187129",validation,mcc,2
0.931061523932918,0.931061523932918,0.931061523932918,2293,28466,42,275,0.89291277258567,0.998526729339133,1,"1179265, 1462615, 1461919, 1456955, 187129",all,mcc,2
0.946764233934287,0.946764233934287,0.946764233934287,527,5634,15,39,0.931095406360424,0.997344662772172,0,"1839736, 1462615, 332101, 678802, 1456955",training,mcc,3
0.935032801499556,0.935032801499556,0.935032801499556,1834,22789,67,168,0.916083916083916,0.997068603430172,4,"1839736, 1462615, 332101, 678802, 1456955",validation,mcc,3
0.937617269370382,0.937617269370382,0.937617269370382,2361,28423,82,207,0.919392523364486,0.997123311699702,4,"1839736, 1462615, 332101, 678802, 1456955",all,mcc,3
0.951674491777281,0.951674491777281,0.951674491777281,528,5638,11,38,0.932862190812721,0.998052752699593,0,"1261781, 1462615, 678802, 1456955, 1461919",training,mcc,3
0.942229890218757,0.942229890218757,0.942229890218757,1844,22807,51,158,0.921078921078921,0.997768833668738,2,"1261781, 1462615, 678802, 1456955, 1461919",validation,mcc,3
0.944310358695889,0.944310358695889,0.944310358695889,2372,28445,62,196,0.923676012461059,0.997825095590557,2,"1261781, 1462615, 678802, 1456955, 1461919",all,mcc,3
0.943975059876749,0.943975059876749,0.943975059876749,529,5629,20,37,0.934628975265018,0.996459550362896,0,"1230154, 1462615, 678802, 1456955, 1897473",training,mcc,3
0.932802458260518,0.932802458260518,0.932802458260518,1856,22758,100,145,0.927536231884058,0.995625164056348,3,"1230154, 1462615, 678802, 1456955, 1897473",validation,mcc,3
0.935249930586116,0.935249930586116,0.935249930586116,2385,28387,120,182,0.929100116867939,0.995790507594626,3,"1230154, 1462615, 678802, 1456955, 1897473",all,mcc,3
0.943687163725567,0.943687163725567,0.943687163725567,523,5635,14,43,0.924028268551237,0.997521685254027,0,"77785, 1462615, 678802, 1456955, 1461919",training,mcc,3
0.941289340697113,0.941289340697113,0.941289340697113,1832,22816,42,170,0.915084915084915,0.998162568903666,2,"77785, 1462615, 678802, 1456955, 1461919",validation,mcc,3
0.94182638940258,0.94182638940258,0.94182638940258,2355,28451,56,213,0.917056074766355,0.998035570210826,2,"77785, 1462615, 678802, 1456955, 1461919",all,mcc,3
0.943687163725567,0.943687163725567,0.943687163725567,523,5635,14,43,0.924028268551237,0.997521685254027,0,"77798, 1462615, 678802, 1456955, 1461919",training,mcc,3
0.940463017799178,0.940463017799178,0.940463017799178,1832,22813,45,170,0.915084915084915,0.998031323825357,2,"77798, 1462615, 678802, 1456955, 1461919",validation,mcc,3
0.941181989032097,0.941181989032097,0.941181989032097,2355,28448,59,213,0.917056074766355,0.997930332900691,2,"77798, 1462615, 678802, 1456955, 1461919",all,mcc,3
0.945945769660566,0.945945769660566,0.945945769660566,530,5630,19,36,0.936395759717314,0.996636572844751,0,"1359505, 1462615, 1897473, 678802, 1456955",training,mcc,3
0.934862534797835,0.934862534797835,0.934862534797835,1854,22768,90,147,0.926536731634183,0.996062647650713,3,"1359505, 1462615, 1897473, 678802, 1456955",validation,mcc,3
0.937297562269549,0.937297562269549,0.937297562269549,2384,28398,109,183,0.92871055707051,0.996176377731785,3,"1359505, 1462615, 1897473, 678802, 1456955",all,mcc,3
0.944035764809761,0.944035764809761,0.944035764809761,530,5628,21,36,0.936395759717314,0.996282527881041,0,"574359, 1462615, 1897473, 678802, 1456955",training,mcc,3
0.933040636688155,0.933040636688155,0.933040636688155,1855,22760,98,146,0.92703648175912,0.995712660775221,3,"574359, 1462615, 1897473, 678802, 1456955",validation,mcc,3
0.935455770496288,0.935455770496288,0.935455770496288,2385,28388,119,182,0.929100116867939,0.995825586698004,3,"574359, 1462615, 1897473, 678802, 1456955",all,mcc,3
0.938575907529251,0.938575907529251,0.938575907529251,517,5636,13,49,0.913427561837456,0.997698707735882,0,"2034218, 1462615, 678802, 1456955, 398396",training,mcc,3
0.935486236589397,0.935486236589397,0.935486236589397,1829,22796,61,172,0.914042978510745,0.997331233320208,4,"2034218, 1462615, 678802, 1456955, 398396",validation,mcc,3
0.936170854765871,0.936170854765871,0.936170854765871,2346,28432,74,221,0.913907284768212,0.997404055286606,4,"2034218, 1462615, 678802, 1456955, 398396",all,mcc,3
0.944035764809761,0.944035764809761,0.944035764809761,530,5628,21,36,0.936395759717314,0.996282527881041,0,"1897473, 1462615, 1179265, 678802, 1456955",training,mcc,3
0.934356796763775,0.934356796763775,0.934356796763775,1855,22765,93,146,0.92703648175912,0.995931402572404,3,"1897473, 1462615, 1179265, 678802, 1456955",validation,mcc,3
0.936486759589744,0.936486759589744,0.936486759589744,2385,28393,114,182,0.929100116867939,0.996000982214895,3,"1897473, 1462615, 1179265, 678802, 1456955",all,mcc,3
0.945677664235003,0.945677664235003,0.945677664235003,524,5636,13,42,0.925795053003534,0.997698707735882,0,"455069, 1462615, 1930746, 678802, 1456955",training,mcc,3
0.925805829100894,0.925805829100894,0.925805829100894,1815,22777,81,187,0.906593406593407,0.996456382885642,2,"455069, 1462615, 1930746, 678802, 1456955",validation,mcc,3
0.930166359027412,0.930166359027412,0.930166359027412,2339,28413,94,229,0.91082554517134,0.996702564282457,2,"455069, 1462615, 1930746, 678802, 1456955",all,mcc,3
0.955557335454597,0.955557335454597,0.955557335454597,461,5714,4,36,0.927565392354125,0.999300454704442,0,"1839736, 1462615, 332161, 88140, 1456955",training,mcc,4
0.935331489630187,0.935331489630187,0.935331489630187,1861,22760,30,210,0.898599710284887,0.998683633172444,1,"1839736, 1462615, 332161, 88140, 1456955",validation,mcc,4
0.939279853169577,0.939279853169577,0.939279853169577,2322,28474,34,246,0.904205607476636,0.998807352322155,1,"1839736, 1462615, 332161, 88140, 1456955",all,mcc,4
0.956890831917639,0.956890831917639,0.956890831917639,470,5706,12,27,0.945674044265593,0.997901364113326,0,"1261781, 1462615, 1461919, 1456955, 188477",training,mcc,4
0.939602127212697,0.939602127212697,0.939602127212697,1900,22733,57,168,0.918762088974855,0.997498903027644,4,"1261781, 1462615, 1461919, 1456955, 188477",validation,mcc,4
0.942978934668242,0.942978934668242,0.942978934668242,2370,28439,69,195,0.923976608187134,0.997579626771433,4,"1261781, 1462615, 1461919, 1456955, 188477",all,mcc,4
0.954464640224224,0.954464640224224,0.954464640224224,463,5711,7,34,0.93158953722334,0.998775795732774,0,"574359, 1462615, 1461919, 1456955, 1897473",training,mcc,4
0.935914030920829,0.935914030920829,0.935914030920829,1873,22749,41,197,0.904830917874396,0.998200965335674,2,"574359, 1462615, 1461919, 1456955, 1897473",validation,mcc,4
0.939535119665914,0.939535119665914,0.939535119665914,2336,28460,48,231,0.910011686793923,0.998316262101866,2,"574359, 1462615, 1461919, 1456955, 1897473",all,mcc,4
0.954547193154335,0.954547193154335,0.954547193154335,466,5708,10,31,0.937625754527163,0.998251136761105,0,"77785, 1462615, 1461919, 1456955, 188477",training,mcc,4
0.937068406006154,0.937068406006154,0.937068406006154,1887,22737,53,181,0.91247582205029,0.997674418604651,4,"77785, 1462615, 1461919, 1456955, 188477",validation,mcc,4
0.940481608576033,0.940481608576033,0.940481608576033,2353,28445,63,212,0.917348927875244,0.997790094008699,4,"77785, 1462615, 1461919, 1456955, 188477",all,mcc,4
0.955596039801942,0.955596039801942,0.955596039801942,464,5711,7,33,0.933601609657948,0.998775795732774,0,"1179265, 1462615, 1461919, 1897473, 1456955",training,mcc,4
0.937258773663945,0.937258773663945,0.937258773663945,1872,22754,35,198,0.904347826086956,0.99846417131072,3,"1179265, 1462615, 1461919, 1897473, 1456955",validation,mcc,4
0.940839096148552,0.940839096148552,0.940839096148552,2336,28465,42,231,0.910011686793923,0.998526677658119,3,"1179265, 1462615, 1461919, 1897473, 1456955",all,mcc,4
0.952358095336974,0.952358095336974,0.952358095336974,466,5706,12,31,0.937625754527163,0.997901364113326,0,"77798, 1462615, 1461919, 1456955, 188477",training,mcc,4
0.936802260218042,0.936802260218042,0.936802260218042,1887,22736,54,181,0.91247582205029,0.997630539710399,4,"77798, 1462615, 1461919, 1456955, 188477",validation,mcc,4
0.939839358306634,0.939839358306634,0.939839358306634,2353,28442,66,212,0.917348927875244,0.997684860390066,4,"77798, 1462615, 1461919, 1456955, 188477",all,mcc,4
0.952248017824625,0.952248017824625,0.952248017824625,463,5709,9,34,0.93158953722334,0.998426023084995,0,"1230154, 1462615, 1461919, 1897473, 1456955",training,mcc,4
0.936182605400512,0.936182605400512,0.936182605400512,1873,22745,40,197,0.904830917874396,0.998244459073952,7,"1230154, 1462615, 1461919, 1897473, 1456955",validation,mcc,4
0.939317391309594,0.939317391309594,0.939317391309594,2336,28454,49,231,0.910011686793923,0.9982808827141,7,"1230154, 1462615, 1461919, 1897473, 1456955",all,mcc,4
0.954464640224224,0.954464640224224,0.954464640224224,463,5711,7,34,0.93158953722334,0.998775795732774,0,"1897473, 1462615, 1461919, 62931, 1456955",training,mcc,4
0.936105927416965,0.936105927416965,0.936105927416965,1863,22759,31,206,0.900434992750121,0.998639754278192,3,"1897473, 1462615, 1461919, 62931, 1456955",validation,mcc,4
0.939691565793575,0.939691565793575,0.939691565793575,2326,28470,38,240,0.906469212782541,0.998667040830644,3,"1897473, 1462615, 1461919, 62931, 1456955",all,mcc,4
0.947629744581356,0.947629744581356,0.947629744581356,455,5713,5,42,0.915492957746479,0.999125568380553,0,"2034218, 1462615, 1461919, 1456955, 217241",training,mcc,4
0.934180890369248,0.934180890369248,0.934180890369248,1851,22764,25,219,0.894202898550725,0.998902979507657,3,"2034218, 1462615, 1461919, 1456955, 217241",validation,mcc,4
0.936803209219698,0.936803209219698,0.936803209219698,2306,28477,30,261,0.898324892871056,0.998947626898656,3,"2034218, 1462615, 1461919, 1456955, 217241",all,mcc,4
0.946502623414698,0.946502623414698,0.946502623414698,455,5712,6,42,0.915492957746479,0.998950682056663,0,"1359505, 1462615, 1461919, 219755, 1456955",training,mcc,4
0.935314383747906,0.935314383747906,0.935314383747906,1863,22757,33,207,0.9,0.998551996489688,2,"1359505, 1462615, 1461919, 219755, 1456955",validation,mcc,4
0.937494080096036,0.937494080096036,0.937494080096036,2318,28469,39,249,0.902999610440203,0.998631962957766,2,"1359505, 1462615, 1461919, 219755, 1456955",all,mcc,4
0.948194922765121,0.948194922765121,0.948194922765121,479,5689,17,31,0.93921568627451,0.99702067998598,0,"1839736, 1462658, 332161, 187129, 1624735",training,mcc,5
0.931593662907719,0.931593662907719,0.931593662907719,1867,22737,62,191,0.907191448007774,0.997280582481688,4,"1839736, 1462658, 332161, 187129, 1624735",validation,mcc,5
0.934907130809264,0.934907130809264,0.934907130809264,2346,28426,79,222,0.913551401869159,0.997228556393615,4,"1839736, 1462658, 332161, 187129, 1624735",all,mcc,5
0.957801650984284,0.957801650984284,0.957801650984284,480,5697,9,30,0.941176470588235,0.998422712933754,0,"1261781, 1462658, 1461919, 187129, 1624735",training,mcc,5
0.934536150315204,0.934536150315204,0.934536150315204,1867,22751,51,191,0.907191448007774,0.997763354091746,1,"1261781, 1462658, 1461919, 187129, 1624735",validation,mcc,5
0.93918980005331,0.93918980005331,0.93918980005331,2347,28448,60,221,0.913940809968847,0.997895327627333,1,"1261781, 1462658, 1461919, 187129, 1624735",all,mcc,5
0.952250345361862,0.952250345361862,0.952250345361862,474,5698,8,36,0.929411764705882,0.998597967052226,0,"574359, 1462658, 1461919, 187129, 1624735",training,mcc,5
0.930794913220406,0.930794913220406,0.930794913220406,1843,22761,41,214,0.895964997569276,0.998201912112973,2,"574359, 1462658, 1461919, 187129, 1624735",validation,mcc,5
0.935087535783839,0.935087535783839,0.935087535783839,2317,28459,49,250,0.902610050642774,0.998281184228988,2,"574359, 1462658, 1461919, 187129, 1624735",all,mcc,5
0.953320827444692,0.953320827444692,0.953320827444692,473,5700,6,37,0.927450980392157,0.998948475289169,0,"77785, 1462658, 1461919, 187129, 1624735",training,mcc,5
0.932556574512789,0.932556574512789,0.932556574512789,1857,22754,48,201,0.902332361516035,0.997894921498114,1,"77785, 1462658, 1461919, 187129, 1624735",validation,mcc,5
0.936700235848548,0.936700235848548,0.936700235848548,2330,28454,54,238,0.907320872274143,0.998105794864599,1,"77785, 1462658, 1461919, 187129, 1624735",all,mcc,5
0.953320827444692,0.953320827444692,0.953320827444692,473,5700,6,37,0.927450980392157,0.998948475289169,0,"77798, 1462658, 1461919, 187129, 1624735",training,mcc,5
0.931747846303861,0.931747846303861,0.931747846303861,1857,22751,51,201,0.902332361516035,0.997763354091746,1,"77798, 1462658, 1461919, 187129, 1624735",validation,mcc,5
0.93605156225358,0.93605156225358,0.93605156225358,2330,28451,57,238,0.907320872274143,0.998000561245966,1,"77798, 1462658, 1461919, 187129, 1624735",all,mcc,5
0.950014425500396,0.950014425500396,0.950014425500396,471,5699,7,39,0.923529411764706,0.998773221170697,0,"1230154, 1462658, 1461919, 187129, 1624735",training,mcc,5
0.928605690676796,0.928605690676796,0.928605690676796,1838,22759,43,220,0.89310009718173,0.998114200508727,1,"1230154, 1462658, 1461919, 187129, 1624735",validation,mcc,5
0.932885450314205,0.932885450314205,0.932885450314205,2309,28458,50,259,0.899143302180685,0.998246106356111,1,"1230154, 1462658, 1461919, 187129, 1624735",all,mcc,5
0.951196755984485,0.951196755984485,0.951196755984485,475,5696,10,35,0.931372549019608,0.998247458815282,0,"2034218, 1462658, 1461919, 187129, 1624735",training,mcc,5
0.930092451805164,0.930092451805164,0.930092451805164,1855,22746,56,202,0.901798736023335,0.997544075081133,2,"2034218, 1462658, 1461919, 187129, 1624735",validation,mcc,5
0.934311757535421,0.934311757535421,0.934311757535421,2330,28442,66,237,0.907674328009349,0.997684860390066,2,"2034218, 1462658, 1461919, 187129, 1624735",all,mcc,5
0.952198306849967,0.952198306849967,0.952198306849967,470,5702,4,40,0.92156862745098,0.999298983526113,0,"1359505, 1462658, 1897473, 1461919, 187129",training,mcc,5
0.932419142143741,0.932419142143741,0.932419142143741,1840,22770,32,217,0.894506562955761,0.998596614332076,2,"1359505, 1462658, 1897473, 1461919, 187129",validation,mcc,5
0.936371722266666,0.936371722266666,0.936371722266666,2310,28472,36,257,0.899883132060771,0.9987371965764,2,"1359505, 1462658, 1897473, 1461919, 187129",all,mcc,5
0.948905229291258,0.948905229291258,0.948905229291258,470,5699,7,40,0.92156862745098,0.998773221170697,0,"1179265, 1462658, 1461919, 1897473, 187129",training,mcc,5
0.932423301622862,0.932423301622862,0.932423301622862,1841,22768,33,216,0.894992707826932,0.998552695057234,3,"1179265, 1462658, 1461919, 1897473, 187129",validation,mcc,5
0.935716173874574,0.935716173874574,0.935716173874574,2311,28467,40,256,0.9002726918582,0.998596835864875,3,"1179265, 1462658, 1461919, 1897473, 187129",all,mcc,5
0.947081594636415,0.947081594636415,0.947081594636415,478,5689,17,32,0.937254901960784,0.99702067998598,0,"455069, 1462658, 398396, 187129, 1624735",training,mcc,5
0.926403006609403,0.926403006609403,0.926403006609403,1857,22731,71,201,0.902332361516035,0.996886238049294,1,"455069, 1462658, 398396, 187129, 1624735",validation,mcc,5
0.930537990652699,0.930537990652699,0.930537990652699,2335,28420,88,233,0.909267912772586,0.996913147186755,1,"455069, 1462658, 398396, 187129, 1624735",all,mcc,5
0.414309303088151,0.414309303088151,0.414309303088151,523,4049,1644,0,1,0.711224310556824,0,"1348114, 241354, 260011, 125400, 445811",training,percent,1
0.397063730931018,0.397063730931018,0.397063730931018,2038,15896,6904,8,0.996089931573803,0.69719298245614,15,"1348114, 241354, 260011, 125400, 445811",validation,percent,1
0.400469159906431,0.400469159906431,0.400469159906431,2561,19945,8548,8,0.996885947839626,0.699996490366055,15,"1348114, 241354, 260011, 125400, 445811",all,percent,1
0.392911808400422,0.392911808400422,0.392911808400422,523,3897,1796,0,1,0.684524855085192,0,"202895, 241354, 260011, 125400, 1318411",training,percent,1
0.382218114607971,0.382218114607971,0.382218114607971,2039,15439,7363,5,0.997553816046967,0.677089728971143,15,"202895, 241354, 260011, 125400, 1318411",validation,percent,1
0.384348369876594,0.384348369876594,0.384348369876594,2562,19336,9159,5,0.998052201012855,0.678575188629584,15,"202895, 241354, 260011, 125400, 1318411",all,percent,1
0.402266716750225,0.402266716750225,0.402266716750225,523,3965,1728,0,1,0.696469348322501,0,"707133, 241354, 260011, 125400, 445811",training,percent,1
0.383596184758677,0.383596184758677,0.383596184758677,2038,15500,7301,8,0.996089931573803,0.679794745844481,14,"707133, 241354, 260011, 125400, 445811",validation,percent,1
0.387273097742852,0.387273097742852,0.387273097742852,2561,19465,9029,8,0.996885947839626,0.683126272197656,14,"707133, 241354, 260011, 125400, 445811",all,percent,1
0.400035063464973,0.400035063464973,0.400035063464973,523,3949,1744,0,1,0.693658879325487,0,"1318411, 241354, 683393, 332553, 1366264",training,percent,1
0.385496508531104,0.385496508531104,0.385496508531104,2040,15549,7261,6,0.997067448680352,0.681674704077159,5,"1318411, 241354, 683393, 332553, 1366264",validation,percent,1
0.388374356707918,0.388374356707918,0.388374356707918,2563,19498,9005,6,0.99766446087972,0.684068343683121,5,"1318411, 241354, 683393, 332553, 1366264",all,percent,1
0.409943709992387,0.409943709992387,0.409943709992387,523,4019,1674,0,1,0.705954681187423,0,"1763363, 241354, 260011, 125400, 445811",training,percent,1
0.396367903105295,0.396367903105295,0.396367903105295,2039,15870,6932,7,0.996578690127077,0.695991579685992,13,"1763363, 241354, 260011, 125400, 445811",validation,percent,1
0.399062901227013,0.399062901227013,0.399062901227013,2562,19889,8606,7,0.997275204359673,0.697982102123179,13,"1763363, 241354, 260011, 125400, 445811",all,percent,1
0.406076752608879,0.406076752608879,0.406076752608879,523,3992,1701,0,1,0.701212014754962,0,"1318483, 241354, 260011, 125400, 445811",training,percent,1
0.392453013364994,0.392453013364994,0.392453013364994,2039,15759,7046,7,0.996578690127077,0.691032668274501,10,"1318483, 241354, 260011, 125400, 445811",validation,percent,1
