GOI,NON_GOI,mcc,TP,TN,FP,FN,sensitivity,specificity,untypeable,snp_sets,partition,type
0.947856037971784,0.947856037971784,0.947856037971784,2527,28272,226,31,0.987881157154027,0.992069618920626,21,"1464403, 1462087, 21564",all,mcc
1,1,1,144,2273,0,0,1,1,0,"1464442, 1462087, 21564",training,mcc
0.92421212764585,0.92421212764585,0.92421212764585,2383,25893,332,31,0.987158243579122,0.987340324118208,21,"1464442, 1462087, 21564",validation,mcc
0.928328368686124,0.928328368686124,0.928328368686124,2527,28166,332,31,0.987881157154027,0.988350059653309,21,"1464442, 1462087, 21564",all,mcc
1,1,1,144,2273,0,0,1,1,0,"1464451, 1462087, 21564",training,mcc
0.943869726287909,0.943869726287909,0.943869726287909,2380,25998,227,34,0.985915492957746,0.991344137273594,21,"1464451, 1462087, 21564",validation,mcc
0.946998320047203,0.946998320047203,0.946998320047203,2524,28271,227,34,0.986708365910868,0.992034528738859,21,"1464451, 1462087, 21564",all,mcc
1,1,1,144,2273,0,0,1,1,0,"1464079, 1462087, 134496",training,mcc
0.948245865724511,0.948245865724511,0.948245865724511,2359,26043,183,53,0.978026533996683,0.993022191718142,22,"1464079, 1462087, 134496",validation,mcc
0.951180775790431,0.951180775790431,0.951180775790431,2503,28316,183,53,0.979264475743349,0.993578722060423,22,"1464079, 1462087, 134496",all,mcc
1,1,1,144,2273,0,0,1,1,0,"1464076, 1462087, 134496, 21564",training,mcc
0.94480089374945,0.94480089374945,0.94480089374945,2360,26022,201,52,0.978441127694859,0.992334973115204,25,"1464076, 1462087, 134496, 21564",validation,mcc
0.947917165712913,0.947917165712913,0.947917165712913,2504,28295,201,52,0.979655712050078,0.992946378439079,25,"1464076, 1462087, 134496, 21564",all,mcc
0.871715646445857,0.871715646445857,0.871715646445857,144,2231,42,0,1,0.98152221733392,0,"690728, 1462232, 1120938, 71016, 1373841",training,percent
0.729448231280577,0.729448231280577,0.729448231280577,2232,24648,1365,192,0.920792079207921,0.947526236881559,223,"690728, 1462232, 1120938, 71016, 1373841",validation,percent
0.737335260013271,0.737335260013271,0.737335260013271,2376,26879,1407,192,0.925233644859813,0.95025807820123,223,"690728, 1462232, 1120938, 71016, 1373841",all,percent
0.923877842887548,0.923877842887548,0.923877842887548,144,2250,23,0,1,0.989881214254289,0,"1763893, 1462232, 134532, 631940, 898599",training,percent
0.81925082082419,0.81925082082419,0.81925082082419,2222,25113,693,202,0.916666666666667,0.973145780051151,430,"1763893, 1462232, 134532, 631940, 898599",validation,percent
0.825322151378384,0.825322151378384,0.825322151378384,2366,27363,716,202,0.921339563862928,0.974500516400157,430,"1763893, 1462232, 134532, 631940, 898599",all,percent
0.923877842887548,0.923877842887548,0.923877842887548,144,2250,23,0,1,0.989881214254289,0,"1763896, 1462232, 134532, 631940, 898599",training,percent
0.819235200741161,0.819235200741161,0.819235200741161,2222,25089,693,202,0.916666666666667,0.973120781940889,454,"1763896, 1462232, 134532, 631940, 898599",validation,percent
0.825308637200594,0.825308637200594,0.825308637200594,2366,27339,716,202,0.921339563862928,0.974478702548565,454,"1763896, 1462232, 134532, 631940, 898599",all,percent
0.898144309348977,0.898144309348977,0.898144309348977,144,2241,32,0,1,0.985921689397272,0,"244219, 631940, 1462232, 1120938, 1373841",training,percent
0.720593909168865,0.720593909168865,0.720593909168865,2214,24644,1399,211,0.912989690721649,0.946281150405099,192,"244219, 631940, 1462232, 1120938, 1373841",validation,percent
0.730075064725269,0.730075064725269,0.730075064725269,2358,26885,1431,211,0.917866874270144,0.949463201017093,192,"244219, 631940, 1462232, 1120938, 1373841",all,percent
0.917986573676787,0.917986573676787,0.917986573676787,144,2248,25,0,1,0.989001319841619,0,"1360306, 1462258, 134532, 1372843, 631940",training,percent
0.747638696778252,0.747638696778252,0.747638696778252,2200,24669,1156,220,0.909090909090909,0.955237173281704,415,"1360306, 1462258, 134532, 1372843, 631940",validation,percent
0.756893793432046,0.756893793432046,0.756893793432046,2344,26917,1181,220,0.914196567862714,0.957968538686027,415,"1360306, 1462258, 134532, 1372843, 631940",all,percent
0.917986573676787,0.917986573676787,0.917986573676787,144,2248,25,0,1,0.989001319841619,0,"1360309, 1462258, 134532, 1372843, 631940",training,percent
0.747638696778252,0.747638696778252,0.747638696778252,2200,24669,1156,220,0.909090909090909,0.955237173281704,415,"1360309, 1462258, 134532, 1372843, 631940",validation,percent
0.756893793432046,0.756893793432046,0.756893793432046,2344,26917,1181,220,0.914196567862714,0.957968538686027,415,"1360309, 1462258, 134532, 1372843, 631940",all,percent
0.892685691751137,0.892685691751137,0.892685691751137,144,2239,34,0,1,0.985041794984602,0,"463854, 1120938, 1462258, 631940, 1373841",training,percent
0.739169222291085,0.739169222291085,0.739169222291085,2260,23170,1350,152,0.93698175787728,0.944942903752039,1728,"463854, 1120938, 1462258, 631940, 1373841",validation,percent
0.747547445426076,0.747547445426076,0.747547445426076,2404,25409,1384,152,0.940532081377152,0.948344716903669,1728,"463854, 1120938, 1462258, 631940, 1373841",all,percent
0.887315907925439,0.887315907925439,0.887315907925439,144,2237,36,0,1,0.984161900571931,0,"243956, 631940, 1462232, 464949, 1373841",training,percent
0.748766725039596,0.748766725039596,0.748766725039596,2253,23692,1241,172,0.929072164948454,0.950226607307584,1302,"243956, 631940, 1462232, 464949, 1373841",validation,percent
0.756490958783995,0.756490958783995,0.756490958783995,2397,25929,1277,172,0.933047878551966,0.953061824597515,1302,"243956, 631940, 1462232, 464949, 1373841",all,percent
0.887315907925439,0.887315907925439,0.887315907925439,144,2237,36,0,1,0.984161900571931,0,"243959, 631940, 1462232, 464949, 1373841",training,percent
0.748766725039596,0.748766725039596,0.748766725039596,2253,23692,1241,172,0.929072164948454,0.950226607307584,1302,"243959, 631940, 1462232, 464949, 1373841",validation,percent
0.756490958783995,0.756490958783995,0.756490958783995,2397,25929,1277,172,0.933047878551966,0.953061824597515,1302,"243959, 631940, 1462232, 464949, 1373841",all,percent
0.887315907925439,0.887315907925439,0.887315907925439,144,2237,36,0,1,0.984161900571931,0,"243960, 631940, 1462232, 464949, 1373841",training,percent
0.748766725039596,0.748766725039596,0.748766725039596,2253,23692,1241,172,0.929072164948454,0.950226607307584,1302,"243960, 631940, 1462232, 464949, 1373841",validation,percent
0.756490958783995,0.756490958783995,0.756490958783995,2397,25929,1277,172,0.933047878551966,0.953061824597515,1302,"243960, 631940, 1462232, 464949, 1373841",all,percent
